hour,5108,5253,3830,4656
0,0.048897,0.057498,0.028086,0.007205
1,0.016722,0.035369,0.0016469999999999998,0.002227
2,0.00443,0.0016809999999999998,0.007723000000000001,0.002262
3,0.003718,0.001591,0.057454,0.002334
4,0.002997,0.001598,0.016153,0.002301
5,0.0013800000000000002,0.0014449999999999999,0.024209,0.002315
6,0.004661,0.001352,0.007137999999999999,0.002291
7,0.007403,0.001407,0.001332,0.002311
8,0.001442,0.001354,0.0012720000000000001,0.0022600000000000003
9,0.0012289999999999998,0.001375,0.031814,0.002225
10,0.001407,0.001328,0.019776,0.002303
11,0.0014089999999999999,0.005563,0.021425,0.002293
12,0.0008410000000000001,0.0032450000000000005,0.030451,0.002251
13,0.000769,0.0032619999999999997,0.025713999999999997,0.002304
14,0.0008380000000000001,0.003252,0.025559000000000002,0.002278
15,0.0015429999999999999,0.0035810000000000004,0.004299,0.002299
16,0.014769999999999998,0.003324,0.07256599999999999,0.002292
17,0.001377,0.003169,0.026299,0.0037630000000000003
18,0.137165,0.003088,0.035048,0.014728999999999999
19,0.191694,0.003118,0.019096000000000002,0.171888
20,0.19083699999999998,0.003035,0.0031420000000000003,0.217466
21,0.231223,0.003154,0.028572000000000004,0.23333099999999998
22,0.14491700000000002,0.0030960000000000002,0.016834000000000002,0.21076
23,0.134822,0.0030280000000000003,0.010152,0.20947600000000002
24,0.226793,0.003101,0.031904,0.13439600000000002
25,0.10743,0.003105,0.0018809999999999999,0.017438
26,0.21245100000000003,0.003087,0.0016920000000000001,0.06438300000000001
27,0.041037,0.003151,0.0017120000000000002,0.021217
28,0.002016,0.003503,0.0052380000000000005,0.042184
29,0.000935,0.004752,0.010231,0.052778
30,0.000667,0.0036149999999999997,0.005072999999999999,0.0009289999999999999
31,0.001084,0.003882,0.024207,0.0010019999999999999
32,0.004132,0.004116,0.040715,0.0010279999999999998
33,0.043927999999999995,0.003739,0.171267,0.053679
34,0.016836,0.0036780000000000003,0.154479,0.0005740000000000001
35,0.010212,0.00372,0.234775,0.0006129999999999999
36,0.004253,0.0038520000000000004,0.201185,0.0006
37,0.013334,0.003744,0.189173,0.0006580000000000001
38,0.0032450000000000005,0.0037359999999999997,0.14629,0.000647
39,0.008487,0.003668,0.0022760000000000002,0.000646
40,0.0037,0.003742,0.035403,0.001422
41,0.011803,0.0038020000000000003,0.070982,0.001952
42,0.015038999999999999,0.003735,0.003041,0.002043
43,0.034252,0.0036710000000000002,0.002944,0.0023829999999999997
44,0.043816,0.003786,0.0030329999999999997,0.002058
45,0.002072,0.0038729999999999997,0.002971,0.00182
46,0.0018440000000000002,0.0037600000000000003,0.003013,0.0017350000000000002
47,0.002136,0.003647,0.002955,0.001703
48,0.002072,0.003812,0.002996,0.001779
49,0.002357,0.0038280000000000002,0.002971,0.00232
50,0.002322,0.0034119999999999997,0.003012,0.001964
51,0.002096,0.003145,0.00297,0.077712
52,0.002182,0.0032630000000000003,0.002932,0.237654
53,0.002269,0.003139,0.002932,0.250873
54,0.0022489999999999997,0.003218,0.002865,0.26615
55,0.002314,0.003166,0.00293,0.22512
56,0.0023239999999999997,0.003022,0.0029649999999999998,0.185605
57,0.002379,0.002996,0.0030039999999999997,0.029367
58,0.0024579999999999997,0.003058,0.002927,0.0019579999999999997
59,0.002438,0.003163,0.002914,0.001993
60,0.0024579999999999997,0.002625,0.002857,0.002081
61,0.002588,0.000384,0.002964,0.0020239999999999998
62,0.00245,0.00045700000000000005,0.00298,0.001998
63,0.002537,0.000452,0.002975,0.001987
64,0.003513,0.00038500000000000003,0.0029010000000000004,0.0019879999999999997
65,0.01431,0.00042300000000000004,0.002888,0.001924
66,0.003483,0.001814,0.0028699999999999997,0.001993
67,0.0036950000000000004,0.003023,0.00292,0.001925
68,0.0035840000000000004,0.001101,0.00285,0.0019399999999999999
69,0.0035700000000000003,0.000352,0.002826,0.001973
70,0.003669,0.000252,0.00286,0.001945
71,0.004033,0.00025499999999999996,0.002886,0.0018859999999999999
72,0.004109000000000001,0.00028399999999999996,0.002875,0.001907
73,0.0041329999999999995,0.00028900000000000003,0.002872,0.0019690000000000003
74,0.004086,0.000319,0.002857,0.001962
75,0.0038979999999999996,0.00025299999999999997,0.002855,0.001888
76,0.003935,0.000299,0.003035,0.0019030000000000002
77,0.0039049999999999996,0.000256,0.0026079999999999996,0.0018780000000000001
78,0.0039,0.000276,0.0026219999999999998,0.0019219999999999999
79,0.003863,0.002725,0.0026,0.001906
80,0.0039030000000000002,0.001693,0.002617,0.00193
81,0.005619,0.0012519999999999999,0.002636,0.0018800000000000002
82,0.003676,0.001288,0.002545,0.001887
83,0.041449,0.001342,0.0026260000000000003,0.001847
84,0.112195,0.001442,0.00255,0.001842
85,0.162917,0.001515,0.002595,0.00187
86,0.13873,0.0014550000000000001,0.002653,0.0019649999999999997
87,0.14185,0.00151,0.002649,0.0018780000000000001
88,0.108379,0.001477,0.002585,0.0018579999999999998
89,0.047229,0.0015949999999999998,0.002613,0.0018510000000000002
90,0.046452999999999994,0.00149,0.002671,0.0018399999999999998
91,0.049114,0.001689,0.0026260000000000003,0.0018579999999999998
92,0.111106,0.0016640000000000001,0.0025440000000000003,0.0018780000000000001
93,0.118952,0.001674,0.002532,0.001846
94,0.167674,0.001689,0.002647,0.0018170000000000003
95,0.162909,0.0016640000000000001,0.0025629999999999997,0.001891
96,0.099106,0.0017879999999999999,0.002605,0.001814
97,0.127898,0.0018850000000000002,0.002654,0.001836
98,0.10287,0.001818,0.002652,0.0018170000000000003
99,0.151548,0.001686,0.002665,0.001808
